Unnamed: 0,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4
Rk,Gls,Ast,G+A,G-PK,G+A-PK
1,0,0,0,0,0
2,0,0.05,0.05,0,0.05
3,0,0,0,0,0
4,0.09,0,0.09,0.09,0.09
5,0,0,0,0,0
6,0,0,0,0,0
7,0.09,0.03,0.12,0.09,0.12
8,0.3,0.2,0.49,0.3,0.49
9,0,0,0,0,0
10,0,0,0,0,0
11,0.07,0,0.07,0.07,0.07
12,0.52,0.09,0.61,0.52,0.61
13,0,0,0,0,0
14,0,0,0,0,0
15,0,0.03,0.03,0,0.03
16,0.9,0,0.9,0.9,0.9
17,0.04,0.08,0.12,0.04,0.12
18,0.3,0.17,0.47,0.3,0.47
19,0.05,0.05,0.1,0.05,0.1
20,0.38,0.56,0.94,0.38,0.94
21,0,0,0,0,0
22,0,0,0,0,0
23,0.07,0.19,0.26,0.07,0.26
24,0,0,0,0,0
25,0,0,0,0,0
26,0,0.06,0.06,0,0.06
27,0,0,0,0,0
28,0.13,0,0.13,0.13,0.13
29,0.07,0.13,0.2,0.07,0.2
30,0.09,0.03,0.11,0.09,0.11
31,0.64,0.16,0.81,0.48,0.64
32,0.04,0.12,0.16,0.04,0.16
33,0,0,0,0,0
34,0.2,0,0.2,0.2,0.2
35,0,0,0,0,0
36,0.08,0.08,0.17,0.08,0.17
37,0,0,0,0,0
38,0,0,0,0,0
39,0.07,0.03,0.1,0.07,0.1
40,0.06,0.06,0.13,0.06,0.13
41,0,0.48,0.48,0,0.48
42,0.06,0,0.06,0.06,0.06
43,0.49,0.12,0.61,0.36,0.49
44,0.08,0,0.08,0.08,0.08
45,0.1,0,0.1,0.1,0.1
46,0,0,0,0,0
47,0.11,0,0.11,0.11,0.11
48,0,0,0,0,0
49,0,0.09,0.09,0,0.09
50,0.08,0,0.08,0.08,0.08
51,0.07,0.13,0.2,0.07,0.2
52,0,0.12,0.12,0,0.12
53,0,0,0,0,0
54,0.8,0.14,0.94,0.65,0.8
55,0.09,0.15,0.24,0.09,0.24
56,0.31,0.07,0.38,0.31,0.38
57,0,0,0,0,0
58,0.05,0.26,0.31,0.05,0.31
59,0.35,0.23,0.58,0.29,0.52
60,0,0,0,0,0
61,0.05,0,0.05,0.05,0.05
62,0.04,0,0.04,0.04,0.04
63,0,0,0,0,0
64,0.04,0,0.04,0.04,0.04
65,0.11,0.11,0.22,0.11,0.22
66,0,0,0,0,0
67,0.13,0.13,0.26,0.13,0.26
68,0,0,0,0,0
69,0.06,0.21,0.27,0.06,0.27
70,0,0,0,0,0
71,0,0,0,0,0
72,0.07,0.11,0.18,0.07,0.18
73,0,0,0,0,0
74,0.03,0,0.03,0.03,0.03
75,0,0,0,0,0
76,0,0,0,0,0
77,0,0.15,0.15,0,0.15
78,0.15,0.04,0.19,0.15,0.19
79,0.19,0,0.19,0.19,0.19
80,0,0,0,0,0
81,0.05,0,0.05,0.05,0.05
82,0.06,0,0.06,0.06,0.06
83,0.1,0,0.1,0.1,0.1
84,0,0,0,0,0
85,0,0,0,0,0
86,0,0,0,0,0
87,0.12,0,0.12,0.12,0.12
88,0.11,0,0.11,0.11,0.11
89,0,0.12,0.12,0,0.12
90,0,0,0,0,0
91,0.1,0.29,0.38,0.1,0.38
92,0,0,0,0,0
93,0,0,0,0,0
94,0,0,0,0,0
95,0.03,0.03,0.07,0.03,0.07
96,0,0,0,0,0
97,0,0,0,0,0
98,0,0,0,0,0
99,0,0,0,0,0
100,0.24,0,0.24,0.16,0.16
101,0,0,0,0,0
102,0,0.03,0.03,0,0.03
103,0.18,0.07,0.25,0.18,0.25
104,0,0.05,0.05,0,0.05
105,0,0,0,0,0
106,0,0,0,0,0
107,0,0,0,0,0
108,0.17,0.17,0.33,0.17,0.33
109,0,0,0,0,0
110,0,0,0,0,0
111,0.05,0.28,0.32,0,0.28
112,0,0.03,0.03,0,0.03
113,0,0,0,0,0
114,0.46,0.23,0.68,0.46,0.68
115,0,0,0,0,0
116,0.35,0.15,0.51,0.25,0.4
117,0.1,0.26,0.36,0.1,0.36
118,0,0.12,0.12,0,0.12
119,0,0,0,0,0
120,0.09,0,0.09,0.09,0.09
121,0,0,0,0,0
122,0.24,0.12,0.36,0.24,0.36
123,0,0,0,0,0
124,0.12,0.06,0.18,0.12,0.18
125,0,0.03,0.03,0,0.03
126,0,0,0,0,0
127,0,0,0,0,0
128,0,0,0,0,0
129,0,0,0,0,0
130,0,0,0,0,0
131,0.13,0.16,0.29,0.13,0.29
132,0.1,0.21,0.31,0.1,0.31
133,0,0,0,0,0
134,0,0,0,0,0
135,0,0,0,0,0
136,0.15,0,0.15,0.15,0.15
137,0,0,0,0,0
138,0.12,0,0.12,0.12,0.12
139,0,0,0,0,0
140,0.24,0.1,0.34,0.24,0.34
141,0,0,0,0,0
142,0.44,0.41,0.85,0.28,0.69
143,0.11,0.11,0.22,0.11,0.22
144,0,0,0,0,0
145,0.09,0,0.09,0.09,0.09
146,0.39,0.12,0.5,0.31,0.42
147,0,0.03,0.03,0,0.03
148,0.03,0.08,0.11,0.03,0.11
149,0,0,0,0,0
150,0,0.18,0.18,0,0.18
151,0.11,0.17,0.28,0.11,0.28
152,0,0,0,0,0
153,0,0,0,0,0
154,0.33,0.13,0.46,0.33,0.46
155,0,0,0,0,0
156,0.04,0.13,0.17,0.04,0.17
157,0,0,0,0,0
158,0,0,0,0,0
159,0,0,0,0,0
160,0.04,0.08,0.12,0.04,0.12
161,0,0,0,0,0
162,0.57,0,0.57,0.57,0.57
163,0,0,0,0,0
164,0.04,0.15,0.19,0.04,0.19
165,0,0,0,0,0
166,0,0,0,0,0
167,0.17,0,0.17,0.17,0.17
168,0.33,0.11,0.45,0.33,0.45
169,0.38,0.34,0.71,0.38,0.71
170,0,0,0,0,0
171,0,0,0,0,0
172,0.09,0.05,0.14,0.09,0.14
173,0,0.11,0.11,0,0.11
174,0.2,0.24,0.44,0.2,0.44
175,0,0,0,0,0
176,0,0,0,0,0
177,0.08,0,0.08,0.08,0.08
178,0.53,0.08,0.6,0.53,0.6
179,0,0.06,0.06,0,0.06
180,1.08,0.2,1.27,1.08,1.27
181,0,0.05,0.05,0,0.05
182,0.11,0,0.11,0.11,0.11
183,0,0.41,0.41,0,0.41
184,0,0,0,0,0
185,0,0,0,0,0
186,0.18,0.27,0.45,0.18,0.45
187,0,0,0,0,0
188,0.5,0.21,0.71,0.44,0.65
189,0,0,0,0,0
190,0,0,0,0,0
191,0.33,0.13,0.46,0.26,0.39
192,0.23,0.1,0.33,0.23,0.33
193,0,0.07,0.07,0,0.07
194,0,0,0,0,0
195,0,0,0,0,0
196,0,0,0,0,0
197,0.05,0.11,0.16,0.05,0.16
198,0,0,0,0,0
199,0.09,0.22,0.31,0.09,0.31
200,0,0,0,0,0
201,0.13,0.19,0.31,0.13,0.31
202,0.18,0.06,0.24,0.18,0.24
203,0,0,0,0,0
204,0.18,0.28,0.46,0.18,0.46
205,0.2,0,0.2,0.14,0.14
206,0.42,0.19,0.6,0.42,0.6
207,0,0,0,0,0
208,0,0.12,0.12,0,0.12
209,0,0,0,0,0
210,0.08,0.08,0.16,0.08,0.16
211,0.21,0,0.21,0.21,0.21
212,0,0.08,0.08,0,0.08
213,0.25,0.25,0.49,0.25,0.49
214,0.1,0.03,0.14,0.1,0.14
215,0,0.28,0.28,0,0.28
216,0,0.05,0.05,0,0.05
217,0,0,0,0,0
218,0,0.03,0.03,0,0.03
219,0.14,0.03,0.17,0.14,0.17
220,0,0,0,0,0
221,0,0.09,0.09,0,0.09
222,0.06,0.41,0.47,0.06,0.47
223,0,0,0,0,0
224,0.25,0.12,0.37,0.25,0.37
225,0.04,0,0.04,0.04,0.04
226,0,0,0,0,0
227,0,0,0,0,0
228,0.17,0,0.17,0.17,0.17
229,0.23,0.11,0.34,0.23,0.34
230,0,0.24,0.24,0,0.24
231,0.07,0.07,0.14,0.07,0.14
232,0,2.5,2.5,0,2.5
233,0.37,0.29,0.65,0.37,0.65
234,0.03,0,0.03,0.03,0.03
235,0.24,0.24,0.49,0.24,0.49
236,0,0,0,0,0
237,0.03,0.03,0.06,0.03,0.06
238,0.17,0.17,0.34,0.17,0.34
239,0,0,0,0,0
240,0,0,0,0,0
241,0,0,0,0,0
242,0,0.15,0.15,0,0.15
243,0,0,0,0,0
244,0,0,0,0,0
245,0.07,0.07,0.14,0.07,0.14
246,0,0,0,0,0
247,0.04,0.04,0.09,0.04,0.09
248,0.04,0.09,0.13,0.04,0.13
249,0.05,0.16,0.21,0.05,0.21
250,0.41,0.19,0.59,0.28,0.47
251,0.19,0,0.19,0.19,0.19
252,0,0,0,0,0
253,0.11,0.21,0.32,0.11,0.32
254,0,0,0,0,0
255,0.69,0.24,0.93,0.35,0.59
256,0,0.07,0.07,0,0.07
257,0,0,0,0,0
258,0.1,0.19,0.29,0,0.19
259,0,0,0,0,0
260,0.28,0.17,0.46,0.23,0.4
261,0.14,0.14,0.27,0.14,0.27
262,0,0.6,0.6,0,0.6
263,0,0,0,0,0
264,0,0,0,0,0
265,0,0,0,0,0
266,0,0,0,0,0
267,0,0,0,0,0
268,0,0.14,0.14,0,0.14
269,0.06,0.39,0.45,0.06,0.45
270,0,0,0,0,0
271,0.2,0,0.2,0.15,0.15
272,0,0,0,0,0
273,0,0,0,0,0
274,0,0.15,0.15,0,0.15
275,0.5,0.05,0.55,0.5,0.55
276,0.72,0.28,1,0.68,0.96
277,0.44,0.22,0.66,0,0.22
278,0,0,0,0,0
279,0.62,0.25,0.87,0.36,0.62
280,0,0,0,0,0
281,0.05,0.16,0.21,0.05,0.21
282,0,0,0,0,0
283,0.32,0.16,0.47,0.32,0.47
284,0.03,0,0.03,0.03,0.03
285,0.13,0,0.13,0.13,0.13
286,0.08,0.08,0.16,0,0.08
287,0.07,0.22,0.3,0.07,0.3
288,0,0.16,0.16,0,0.16
289,0.2,0,0.2,0.2,0.2
290,0,0.19,0.19,0,0.19
291,0,0,0,0,0
292,0,0,0,0,0
293,0,0,0,0,0
294,0,0,0,0,0
295,0,0,0,0,0
296,0,0.03,0.03,0,0.03
297,0,0.29,0.29,0,0.29
298,0,0,0,0,0
299,0,0,0,0,0
300,0.67,0,0.67,0.67,0.67
301,0,0,0,0,0
302,0.7,0,0.7,0.7,0.7
303,0,0,0,0,0
304,0.29,0.07,0.36,0.29,0.36
305,0.03,0.16,0.19,0.03,0.19
306,0,0,0,0,0
307,0.03,0,0.03,0.03,0.03
308,0.24,0.06,0.3,0.18,0.24
309,0,0,0,0,0
310,0.16,0,0.16,0.16,0.16
311,0,0,0,0,0
312,0.32,0.13,0.45,0.32,0.45
313,0,0,0,0,0
314,0.04,0.04,0.08,0.04,0.08
315,0,0.1,0.1,0,0.1
316,0,0,0,0,0
317,0.09,0.17,0.26,0.09,0.26
318,0,0.05,0.05,0,0.05
319,0,0,0,0,0
320,0.2,0.1,0.3,0.2,0.3
321,0,0.32,0.32,0,0.32
322,0.16,0,0.16,0.16,0.16
323,0.14,0.14,0.27,0.14,0.27
324,0.05,0.05,0.1,0.05,0.1
325,0.12,0.08,0.2,0.12,0.2
326,0.32,0.32,0.64,0.32,0.64
327,0,0.69,0.69,0,0.69
328,0,0,0,0,0
329,0.09,0,0.09,0.09,0.09
330,0,0,0,0,0
331,0,0,0,0,0
332,0.04,0.04,0.09,0.04,0.09
333,0,0,0,0,0
334,0.23,0.13,0.36,0.13,0.26
335,0.16,0.1,0.26,0.16,0.26
336,0,0.14,0.14,0,0.14
337,0.12,0,0.12,0.12,0.12
338,0.15,0,0.15,0.15,0.15
339,0.19,0.26,0.45,0.16,0.42
340,0.03,0,0.03,0.03,0.03
341,0,0,0,0,0
342,0.17,0,0.17,0.17,0.17
343,0.21,0.18,0.39,0.21,0.39
344,0,0,0,0,0
345,0.28,0.18,0.46,0.28,0.46
346,0.06,0,0.06,0.06,0.06
347,0.03,0.06,0.09,0.03,0.09
348,0.23,0.07,0.3,0.23,0.3
349,0,0.28,0.28,0,0.28
350,0,0,0,0,0
351,0.78,0,0.78,0.78,0.78
352,0.07,0.14,0.21,0.07,0.21
353,0.09,0.09,0.17,0.09,0.17
354,0.15,0.15,0.31,0.15,0.31
355,0.18,0.12,0.3,0.18,0.3
356,0.2,0,0.2,0.2,0.2
357,0.09,0.09,0.19,0.09,0.19
358,0,0,0,0,0
359,0,0,0,0,0
360,0,0,0,0,0
361,0.35,0.15,0.5,0.35,0.5
362,0.15,0,0.15,0.15,0.15
363,0,0,0,0,0
364,0,0,0,0,0
365,0,0,0,0,0
366,0.16,0.32,0.47,0,0.32
367,0,0,0,0,0
368,0,0,0,0,0
369,0.05,0,0.05,0.03,0.03
370,0.06,0,0.06,0.06,0.06
371,0.13,0.06,0.19,0,0.06
372,0,0.03,0.03,0,0.03
373,0.07,0.21,0.28,0.07,0.28
374,0.06,0.06,0.11,0.06,0.11
375,0,0,0,0,0
376,0.19,0.38,0.57,0.19,0.57
377,0,0.03,0.03,0,0.03
378,0,0,0,0,0
379,0,0,0,0,0
380,0.16,0.12,0.28,0.16,0.28
381,0.13,0,0.13,0.13,0.13
382,0.09,0,0.09,0.09,0.09
383,0,0,0,0,0
384,0.61,0,0.61,0.61,0.61
385,0,0,0,0,0
386,0.09,0,0.09,0.09,0.09
387,0,0,0,0,0
388,0.24,0.08,0.32,0.08,0.16
389,0,0,0,0,0
390,0.13,0,0.13,0.13,0.13
391,0,0,0,0,0
392,0.07,0.07,0.14,0.07,0.14
393,0,0,0,0,0
394,0.04,0,0.04,0.04,0.04
395,0,0,0,0,0
396,0,0,0,0,0
397,0,0.08,0.08,0,0.08
398,0,0.18,0.18,0,0.18
399,0,0,0,0,0
400,0,0,0,0,0
401,0,0,0,0,0
402,0,0,0,0,0
403,0,0,0,0,0
404,0,0,0,0,0
405,0.1,0.1,0.19,0.1,0.19
406,0.08,0.08,0.16,0.08,0.16
407,0,0.06,0.06,0,0.06
408,0.17,0.09,0.26,0.17,0.26
409,0.05,0.05,0.1,0.05,0.1
410,0.04,0,0.04,0.04,0.04
411,0.78,0,0.78,0.68,0.68
412,0,0,0,0,0
413,0.12,0.12,0.24,0.12,0.24
414,0.12,0,0.12,0.12,0.12
415,0,0,0,0,0
416,0,0,0,0,0
417,0.07,0.03,0.1,0.07,0.1
418,0,0,0,0,0
419,0,0,0,0,0
420,0.11,0,0.11,0.11,0.11
421,0.06,0.03,0.1,0.06,0.1
422,0.14,0.31,0.45,0.1,0.41
423,0,0,0,0,0
424,0,0,0,0,0
425,0.2,0.14,0.34,0.14,0.27
426,0,0.14,0.14,0,0.14
427,0.29,0.12,0.41,0.29,0.41
428,0.5,0,0.5,0.5,0.5
429,0.1,0,0.1,0.1,0.1
430,0,0,0,0,0
431,0.08,0.05,0.14,0.08,0.14
432,0.04,0.07,0.11,0.04,0.11
433,0.12,0.24,0.36,0,0.24
434,0.04,0.17,0.21,0.04,0.21
435,0.29,0.22,0.5,0.22,0.43
436,0.08,0.12,0.2,0.08,0.2
437,0.18,0.29,0.47,0.11,0.4
438,0,0,0,0,0
439,0.08,0.04,0.13,0.08,0.13
440,0.13,0.13,0.26,0.13,0.26
441,0.08,0,0.08,0.08,0.08
442,0,0,0,0,0
443,0.24,0.29,0.53,0.24,0.53
444,0.58,0.27,0.85,0.42,0.69
445,0,0.05,0.05,0,0.05
446,0,0.08,0.08,0,0.08
447,0,0.03,0.03,0,0.03
448,0,0,0,0,0
449,0.31,0.04,0.35,0.31,0.35
450,0,0,0,0,0
451,0,0,0,0,0
452,0.03,0,0.03,0.03,0.03
453,0,0.31,0.31,0,0.31
454,0,0.07,0.07,0,0.07
455,0.25,0.41,0.66,0.25,0.66
456,0.35,0,0.35,0.35,0.35
457,0.27,0.18,0.45,0.27,0.45
458,0.23,0,0.23,0.23,0.23
459,0,0,0,0,0
460,0,0.19,0.19,0,0.19
461,0.35,0,0.35,0.35,0.35
462,0.15,0,0.15,0.15,0.15
463,0.19,0.12,0.31,0.19,0.31
464,0,0.08,0.08,0,0.08
465,0,0,0,0,0
466,0,0,0,0,0
467,0.04,0.04,0.09,0.04,0.09
468,0,0,0,0,0
469,0.08,0.12,0.19,0.08,0.19
470,0,0,0,0,0
471,0.05,0,0.05,0.05,0.05
472,0.08,0,0.08,0.08,0.08
473,0.21,0.1,0.31,0.21,0.31
474,0,0,0,0,0
475,0.19,0.12,0.31,0.19,0.31
476,0,0,0,0,0
477,0.11,0,0.11,0.07,0.07
478,0.65,0.2,0.85,0.65,0.85
479,0,0.17,0.17,0,0.17
480,0,0,0,0,0
481,0,0,0,0,0
482,0.11,0.08,0.19,0.11,0.19
483,0,0.2,0.2,0,0.2
484,0.03,0,0.03,0.03,0.03
485,0,0,0,0,0
486,0.24,0,0.24,0.24,0.24
487,0,0,0,0,0
488,0.05,0.05,0.11,0.05,0.11
489,0,0,0,0,0
490,0.06,0,0.06,0.06,0.06
491,0.22,0,0.22,0.22,0.22
492,0,0,0,0,0
493,0,0,0,0,0
494,0,0,0,0,0
495,0.08,0.08,0.16,0.08,0.16
496,0,0.24,0.24,0,0.24
497,0.21,0,0.21,0.21,0.21
498,0,0,0,0,0
499,0.34,0.06,0.4,0.29,0.34
500,0.1,0.03,0.13,0.1,0.13
501,0,0.11,0.11,0,0.11
502,0,0,0,0,0
503,0,0,0,0,0
504,0.13,0.39,0.52,0.13,0.52
505,0,0.25,0.25,0,0.25
506,0,0.06,0.06,0,0.06
507,0.37,0.37,0.75,0.37,0.75
508,0.33,0.33,0.65,0.33,0.65
509,0.12,0.2,0.31,0.12,0.31
510,0.1,0.05,0.15,0.1,0.15
511,0,0.08,0.08,0,0.08
512,0,0.23,0.23,0,0.23
513,0,0,0,0,0
514,0,0,0,0,0
515,0,0.14,0.14,0,0.14
516,0,0,0,0,0
517,0,0,0,0,0
518,0.26,0.13,0.4,0.26,0.4
519,0,0.42,0.42,0,0.42
520,0,0,0,0,0
521,0,0,0,0,0
522,0,0,0,0,0
523,0,0,0,0,0
524,0,0,0,0,0
525,0,0,0,0,0
526,0,0,0,0,0
527,0,0,0,0,0
528,0.05,0,0.05,0.05,0.05
529,0.19,0.24,0.42,0.19,0.42
530,0.11,0.21,0.32,0.11,0.32
531,0,0.1,0.1,0,0.1
532,0,0.08,0.08,0,0.08
533,0.03,0,0.03,0.03,0.03
534,0,0.12,0.12,0,0.12
535,0,0,0,0,0
536,0,0.17,0.17,0,0.17
537,0.12,0,0.12,0.12,0.12
538,0.07,0,0.07,0.07,0.07
539,0,0,0,0,0
540,0,0,0,0,0
541,0,0,0,0,0
542,0.26,0.51,0.77,0.26,0.77
543,0.05,0,0.05,0.05,0.05
544,0.23,0.11,0.34,0.23,0.34
545,0,0,0,0,0
546,0,0,0,0,0
547,0,0,0,0,0
548,0.04,0,0.04,0.04,0.04
549,0,0,0,0,0
550,0,0,0,0,0
551,0,0.04,0.04,0,0.04
552,0,0,0,0,0
553,0,0,0,0,0
554,0,0,0,0,0
555,0.41,0.06,0.47,0.41,0.47
556,0.17,0.08,0.25,0.17,0.25
557,0,0,0,0,0
558,0.05,0.19,0.24,0.05,0.24
559,0.07,0.18,0.26,0.07,0.26
560,0.34,0.3,0.64,0.34,0.64
561,0.37,0.14,0.51,0.33,0.47
562,0,0.16,0.16,0,0.16
563,0,0,0,0,0
564,0.04,0.04,0.08,0.04,0.08
565,0,0,0,0,0
566,0,0.07,0.07,0,0.07
567,0,0,0,0,0
568,0.57,0.57,1.14,0.57,1.14
569,0.87,0,0.87,0.43,0.43
570,0,0,0,0,0
571,0.28,0.28,0.56,0.28,0.56
572,0.23,0.23,0.47,0.23,0.47
573,0,0.26,0.26,0,0.26
574,0,0,0,0,0
575,0,0,0,0,0
576,0,0.21,0.21,0,0.21
577,0.28,0.09,0.37,0.18,0.28
578,0.05,0.05,0.11,0.05,0.11
579,0,0,0,0,0
580,0.09,0,0.09,0.09,0.09
581,0.12,0.06,0.18,0.12,0.18
582,0,0,0,0,0
583,0.28,0.28,0.55,0.28,0.55
584,0,0,0,0,0
585,0,0,0,0,0
586,0,0,0,0,0
587,0,0.23,0.23,0,0.23
588,0.05,0,0.05,0,0
589,0.04,0.13,0.17,0.04,0.17
590,0,0,0,0,0
591,0,0,0,0,0
592,0.08,0.41,0.5,0.04,0.46
593,0.04,0,0.04,0.04,0.04
594,0,0,0,0,0
595,0.12,0.18,0.31,0.12,0.31
596,0.08,0.06,0.14,0.08,0.14
597,0.18,0.09,0.26,0.18,0.26
598,0,0,0,0,0
599,0.29,0.17,0.46,0.21,0.38
600,0,0,0,0,0
601,0,0,0,0,0
602,0,0,0,0,0
603,0,0,0,0,0
604,0,0,0,0,0
605,0.04,0,0.04,0.04,0.04
606,0.08,0,0.08,0.08,0.08
607,0.39,0,0.39,0.39,0.39
608,0.14,0,0.14,0.14,0.14
609,0,0,0,0,0
610,0.36,0,0.36,0.36,0.36
611,0.07,0.13,0.2,0.07,0.2
612,0,0,0,0,0
613,0.07,0.07,0.14,0.07,0.14
614,0,0,0,0,0
615,0.21,0.05,0.26,0.21,0.26
616,0.08,0.08,0.17,0.08,0.17
617,0.1,0.2,0.3,0.1,0.3
618,0.06,0,0.06,0.06,0.06
619,0.03,0.12,0.15,0.03,0.15
620,0.07,0,0.07,0.07,0.07
621,0,0,0,0,0
622,0.23,0.12,0.35,0.23,0.35
623,0,0,0,0,0
624,0,0,0,0,0
625,0,0.11,0.11,0,0.11
626,0.05,0.28,0.33,0.05,0.33
627,0,0,0,0,0
628,0.23,0.23,0.47,0.23,0.47
629,0,0,0,0,0
630,0.5,0.08,0.57,0.5,0.57
631,0.05,0.1,0.15,0.05,0.15
632,0,0.07,0.07,0,0.07
633,0,0.06,0.06,0,0.06
634,0.32,0.32,0.65,0.32,0.65
635,0,0,0,0,0
636,0,0,0,0,0
637,0.14,0,0.14,0.14,0.14
638,0.27,0.54,0.81,0.18,0.72
639,0,0,0,0,0
640,0.25,0.25,0.51,0.17,0.42
641,0,0,0,0,0
642,0,0.06,0.06,0,0.06
643,0.08,0,0.08,0.08,0.08
644,0,0,0,0,0
645,0.05,0.1,0.15,0.05,0.15
646,0.09,0.04,0.13,0.09,0.13
647,0.2,0.2,0.4,0.2,0.4
648,0,0,0,0,0
649,0,0,0,0,0
650,0,0.69,0.69,0,0.69
651,0,0,0,0,0
652,0.15,0.1,0.25,0.15,0.25
653,0.07,0.07,0.14,0.07,0.14
654,0,0,0,0,0
655,0,0.1,0.1,0,0.1
656,0,0,0,0,0
657,0,0,0,0,0
658,0.54,0.33,0.87,0.54,0.87
659,0,0,0,0,0
660,0,0,0,0,0
661,0.13,0,0.13,0.13,0.13
662,0.3,0.15,0.46,0.3,0.46
663,0,0.1,0.1,0,0.1
664,0.21,0.15,0.36,0.21,0.36
665,0.3,0.36,0.66,0.3,0.66
666,0.11,0.17,0.28,0.11,0.28
667,0.03,0,0.03,0.03,0.03
668,0.04,0,0.04,0.04,0.04
669,0.17,0.17,0.34,0.17,0.34
670,0,0.19,0.19,0,0.19
671,0,0,0,0,0
672,0,0,0,0,0
673,0,0,0,0,0
674,0,0,0,0,0
675,0.62,0.37,0.99,0.37,0.74
676,0,0,0,0,0
677,0,0,0,0,0
678,0,0,0,0,0
679,0,0,0,0,0
680,0.09,0.05,0.14,0.09,0.14
681,0.62,0.06,0.67,0.62,0.67
682,0.15,0.15,0.3,0.15,0.3
683,0.1,0.31,0.41,0.1,0.41
684,0,0,0,0,0
685,0,0,0,0,0
686,0,0,0,0,0
687,0.08,0.17,0.25,0.08,0.25
688,0.24,0.44,0.68,0.24,0.68
689,0,0,0,0,0
690,0,0,0,0,0
691,0.43,0.03,0.46,0.28,0.31
692,0,0,0,0,0
693,0.15,0.41,0.57,0.15,0.57
694,0.23,0.15,0.38,0.23,0.38
695,0.04,0,0.04,0.04,0.04
696,0,0.06,0.06,0,0.06
697,0,0.54,0.54,0,0.54
698,0,0,0,0,0
699,0.35,0.12,0.47,0.31,0.43
700,0,0,0,0,0
701,0,0,0,0,0
702,0,0,0,0,0
703,0,0,0,0,0
704,0.07,0,0.07,0.07,0.07
705,0,0,0,0,0
706,0.23,0.34,0.57,0.23,0.57
707,0.22,0.45,0.67,0.22,0.67
708,0.03,0,0.03,0.03,0.03
709,0.23,0,0.23,0.23,0.23
710,0.14,0,0.14,0.14,0.14
711,0.29,0.22,0.51,0.29,0.51
712,0,0.22,0.22,0,0.22
713,0.37,0.28,0.65,0.37,0.65
714,0,0,0,0,0
715,0,0,0,0,0
716,0,0.23,0.23,0,0.23
717,0.24,0,0.24,0.24,0.24
718,0,0,0,0,0
719,0,0.17,0.17,0,0.17
720,0.17,0.1,0.28,0.17,0.28
721,0,0,0,0,0
722,0.83,0,0.83,0.83,0.83
723,0,0,0,0,0
724,0.26,0.05,0.31,0.21,0.26
725,0.13,0,0.13,0.13,0.13
726,0.04,0.04,0.08,0.04,0.08
727,0.31,0.04,0.36,0.31,0.36
728,0,0,0,0,0
729,0,0,0,0,0
730,0,0,0,0,0
731,0.13,0,0.13,0.13,0.13
732,0,0,0,0,0
733,0,0.03,0.03,0,0.03
734,0.07,0,0.07,0.07,0.07
735,0.06,0,0.06,0.06,0.06
736,0,0,0,0,0
737,0,0.1,0.1,0,0.1
738,0.03,0,0.03,0,0
739,0.16,0.07,0.23,0.16,0.23
740,0,0,0,0,0
741,0,0.15,0.15,0,0.15
742,0.08,0.12,0.19,0.08,0.19
743,0.28,0.09,0.37,0.19,0.28
744,0,0,0,0,0
745,0,0,0,0,0
746,0,0,0,0,0
747,0.07,0,0.07,0.07,0.07
748,0,0,0,0,0
749,0,0,0,0,0
750,0,0,0,0,0
751,0,0,0,0,0
752,0.09,0,0.09,0.09,0.09
753,0.44,0.22,0.66,0.33,0.55
754,0,0,0,0,0
755,0.07,0.11,0.18,0.07,0.18
756,0.07,0.03,0.1,0.07,0.1
757,0,0,0,0,0
758,0,0,0,0,0
759,0,0,0,0,0
760,0,0,0,0,0
761,0,0.1,0.1,0,0.1
762,0,0.04,0.04,0,0.04
763,0.08,0,0.08,0.08,0.08
764,0,0.03,0.03,0,0.03
765,0,0,0,0,0
766,0,0,0,0,0
767,0,0,0,0,0
768,0.34,0.25,0.59,0.34,0.59
769,0.15,0.07,0.22,0.15,0.22
770,0,0,0,0,0
771,0.04,0,0.04,0.04,0.04
772,0,0,0,0,0
773,0.04,0,0.04,0.04,0.04
774,0.04,0.04,0.07,0.04,0.07
775,0.06,0.12,0.19,0.06,0.19
776,0,0,0,0,0
777,0.25,0.18,0.43,0.14,0.32
778,0,0,0,0,0
779,0,0.23,0.23,0,0.23
780,0.07,0,0.07,0.07,0.07
781,0,0,0,0,0
782,0,0.08,0.08,0,0.08
783,0.15,0,0.15,0.15,0.15
784,0.33,0,0.33,0.33,0.33
785,0.06,0.12,0.18,0.06,0.18
786,0,0,0,0,0
787,0.04,0,0.04,0.04,0.04
788,0.32,0.24,0.56,0.32,0.56
789,0.35,0.15,0.49,0.35,0.49
790,0.04,0.04,0.08,0.04,0.08
791,0,1.73,1.73,0,1.73
792,0,0,0,0,0
793,0.05,0,0.05,0.05,0.05
794,0,0,0,0,0
795,0,0.03,0.03,0,0.03
796,0,0,0,0,0
797,0,0.03,0.03,0,0.03
798,0,0,0,0,0
799,0.06,0.15,0.21,0.06,0.21
800,0,0,0,0,0
801,0,0.08,0.08,0,0.08
802,0.08,0.04,0.12,0.08,0.12
803,0,0,0,0,0
804,0.58,0,0.58,0.58,0.58
805,0.2,0.15,0.35,0.2,0.35
806,0.24,0.12,0.36,0.24,0.36
807,0,0,0,0,0
808,0.06,0,0.06,0.06,0.06
809,0.05,0,0.05,0.05,0.05
